"","Date","EUA","NZU","CCA","HBEA"
"1602",2011-04-27,16.23,11.05020374,NA,NA
"1603",2011-04-28,16.49,11.05020374,NA,NA
"1604",2011-04-29,16.39,11.05020374,NA,NA
"1605",2011-05-02,16.5,11.35581495,NA,NA
"1606",2011-05-03,16.7,11.35581495,NA,NA
"1607",2011-05-04,16.73,11.35581495,NA,NA
"1608",2011-05-05,16.69,11.35581495,NA,NA
"1609",2011-05-06,16.45,11.28380247,NA,NA
"1610",2011-05-09,16.6,11.28380247,NA,NA
"1611",2011-05-10,16.59,11.24502652,NA,NA
"1612",2011-05-11,16.57,11.02344964,NA,NA
"1613",2011-05-12,16.41,11.21732941,NA,NA
"1614",2011-05-13,16.46,11.21732941,NA,NA
"1615",2011-05-16,16.4,11.21732941,NA,NA
"1616",2011-05-17,16.43,11.21732941,NA,NA
"1617",2011-05-18,16.17,11.10654097,NA,NA
"1618",2011-05-19,16.18,11.13423808,NA,NA
"1619",2011-05-20,16.03,11.13423808,NA,NA
"1620",2011-05-23,15.88,11.13423808,NA,NA
"1621",2011-05-24,15.98,11.13423808,NA,NA
"1622",2011-05-25,15.85,11.13423808,NA,NA
"1623",2011-05-26,16.02,10.95697658,NA,NA
"1624",2011-05-27,16.41,10.99575253,NA,NA
"1625",2011-05-30,16.83,10.99575253,NA,NA
"1626",2011-05-31,16.84,10.99575253,NA,NA
"1627",2011-06-01,16.63,11.243526,NA,NA
"1628",2011-06-02,16.63,11.243526,NA,NA
"1629",2011-06-03,16.51,11.243526,NA,NA
"1630",2011-06-06,16.45,11.243526,NA,NA
"1631",2011-06-07,16.38,11.243526,NA,NA
"1632",2011-06-08,16.22,11.243526,NA,NA
"1633",2011-06-09,16.37,11.243526,NA,NA
"1634",2011-06-10,16.31,11.243526,NA,NA
"1635",2011-06-13,16.31,11.243526,NA,NA
"1636",2011-06-14,16.15,11.243526,NA,NA
"1637",2011-06-15,16.03,11.243526,NA,NA
"1638",2011-06-16,15.83,11.243526,NA,NA
"1639",2011-06-17,15.34,11.243526,NA,NA
"1640",2011-06-20,14.98,11.04527743,NA,NA
"1641",2011-06-21,14.54,10.90367131,NA,NA
"1642",2011-06-22,14.53,10.90367131,NA,NA
"1643",2011-06-23,13.25,10.90367131,NA,NA
"1644",2011-06-24,12.35,10.90367131,NA,NA
"1645",2011-06-27,12.82,10.17864797,NA,NA
"1646",2011-06-28,13.36,10.4222105,NA,NA
"1647",2011-06-29,13.03,10.62045907,NA,NA
"1648",2011-06-30,13.3,10.62045907,NA,NA
"1649",2011-07-01,13.13,11.1301432,NA,NA
"1650",2011-07-04,13.17,11.1301432,NA,NA
"1651",2011-07-05,13.4,11.1301432,NA,NA
"1652",2011-07-06,13.08,10.95206091,NA,NA
"1653",2011-07-07,12.87,10.803659,NA,NA
"1654",2011-07-08,12.5,10.803659,NA,NA
"1655",2011-07-11,11.89,10.803659,NA,NA
"1656",2011-07-12,12.24,10.74429824,NA,NA
"1657",2011-07-13,11.84,10.74429824,NA,NA
"1658",2011-07-14,12.15,10.74429824,NA,NA
"1659",2011-07-15,12.27,10.74429824,NA,NA
"1660",2011-07-18,12.04,9.913247544,NA,NA
"1661",2011-07-19,12.18,9.913247544,NA,NA
"1662",2011-07-20,12.56,9.85388678,NA,NA
"1663",2011-07-21,12.92,9.85388678,NA,NA
"1664",2011-07-22,12.78,9.85388678,NA,NA
"1665",2011-07-25,12.74,9.85388678,NA,NA
"1666",2011-07-26,12.68,9.85388678,NA,NA
"1667",2011-07-27,12.25,9.85388678,NA,NA
"1668",2011-07-28,12.33,9.85388678,NA,NA
"1669",2011-07-29,12.09,9.85388678,NA,NA
"1670",2011-08-01,11.9,9.172955681,NA,NA
"1671",2011-08-02,11.55,8.822396865,NA,NA
"1672",2011-08-03,11.24,8.530264519,NA,NA
"1673",2011-08-04,11.17,8.530264519,NA,NA
"1674",2011-08-05,10.76,8.062852764,NA,NA
"1675",2011-08-08,10.57,8.062852764,NA,NA
"1676",2011-08-09,11.22,8.062852764,NA,NA
"1677",2011-08-10,11.43,8.062852764,NA,NA
"1678",2011-08-11,12.1,8.208918938,NA,NA
"1679",2011-08-12,12.28,8.208918938,NA,NA
"1680",2011-08-15,12.34,8.208918938,NA,NA
"1681",2011-08-16,12.19,8.822396865,NA,NA
"1682",2011-08-17,12.64,8.822396865,NA,NA
"1683",2011-08-18,12.18,8.910036569,NA,NA
"1684",2011-08-19,12.32,8.910036569,NA,NA
"1685",2011-08-22,12.4,8.939249804,NA,NA
"1686",2011-08-23,12.7,8.939249804,NA,NA
"1687",2011-08-24,13.02,8.939249804,NA,NA
"1688",2011-08-25,12.84,9.552727732,NA,NA
"1689",2011-08-26,13.02,9.552727732,NA,NA
"1690",2011-08-29,13.05,9.552727732,NA,NA
"1691",2011-08-30,13.25,9.552727732,NA,NA
"1692",2011-08-31,12.81,9.435874793,NA,NA
"1693",2011-09-01,12.71,9.52537248,NA,NA
"1694",2011-09-02,12.42,9.52537248,NA,NA
"1695",2011-09-05,12.26,9.52537248,NA,NA
"1696",2011-09-06,12.04,9.52537248,NA,NA
"1697",2011-09-07,12.29,9.52537248,NA,NA
"1698",2011-09-08,12.15,9.52537248,NA,NA
"1699",2011-09-09,11.76,9.52537248,NA,NA
"1700",2011-09-12,11.76,9.52537248,NA,NA
"1701",2011-09-13,11.89,8.581682327,NA,NA
"1702",2011-09-14,12.06,8.581682327,NA,NA
"1703",2011-09-15,12.23,8.581682327,NA,NA
"1704",2011-09-16,12.01,8.994546769,NA,NA
"1705",2011-09-19,11.7,8.994546769,NA,NA
"1706",2011-09-20,11.78,8.994546769,NA,NA
"1707",2011-09-21,11.69,8.994546769,NA,NA
"1708",2011-09-22,11.24,8.994546769,NA,NA
"1709",2011-09-23,11.3,8.994546769,NA,NA
"1710",2011-09-26,10.75,8.994546769,NA,NA
"1711",2011-09-27,10.71,8.994546769,NA,NA
"1712",2011-09-28,10.39,8.994546769,NA,NA
"1713",2011-09-29,10.81,8.316269471,NA,NA
"1714",2011-09-30,10.61,8.316269471,NA,NA
"1715",2011-10-03,10.61,8.111040785,NA,NA
"1716",2011-10-04,10.03,8.111040785,NA,NA
"1717",2011-10-05,10.12,8.111040785,NA,NA
"1718",2011-10-06,10.4,8.111040785,NA,NA
"1719",2011-10-07,10.37,8.111040785,NA,NA
"1720",2011-10-10,10.64,7.679602446,NA,NA
"1721",2011-10-11,10.6,7.679602446,NA,NA
"1722",2011-10-12,10.63,7.679602446,NA,NA
"1723",2011-10-13,10.21,7.679602446,NA,NA
"1724",2011-10-14,10.32,7.679602446,NA,NA
"1725",2011-10-17,10.27,7.679602446,NA,NA
"1726",2011-10-18,10.22,7.679602446,NA,NA
"1727",2011-10-19,9.95,7.679602446,NA,NA
"1728",2011-10-20,10.11,7.679602446,NA,NA
"1729",2011-10-21,10.3,7.679602446,NA,NA
"1730",2011-10-24,10.45,7.679602446,NA,NA
"1731",2011-10-25,10.34,7.679602446,NA,NA
"1732",2011-10-26,10.06,7.679602446,NA,NA
"1733",2011-10-27,10.35,7.679602446,NA,NA
"1734",2011-10-28,10.34,7.679602446,NA,NA
"1735",2011-10-31,10.11,7.679602446,NA,NA
"1736",2011-11-01,9.84,7.637669438,NA,NA
"1737",2011-11-02,9.45,7.637669438,NA,NA
"1738",2011-11-03,9.63,7.637669438,NA,NA
"1739",2011-11-04,9.36,7.637669438,NA,NA
"1740",2011-11-07,9.74,7.637669438,NA,NA
"1741",2011-11-08,10.03,7.609063935,NA,NA
"1742",2011-11-09,9.83,7.780696956,NA,NA
"1743",2011-11-10,9.68,7.666274942,NA,NA
"1744",2011-11-11,10.07,7.666274942,NA,NA
"1745",2011-11-14,10.03,7.666274942,NA,NA
"1746",2011-11-15,10.05,7.666274942,NA,NA
"1747",2011-11-16,9.84,7.666274942,NA,NA
"1748",2011-11-17,9.64,7.666274942,NA,NA
"1749",2011-11-18,9.31,7.666274942,NA,NA
"1750",2011-11-21,8.88,7.666274942,NA,NA
"1751",2011-11-22,9.07,7.666274942,NA,NA
"1752",2011-11-23,8.43,7.466036417,NA,NA
"1753",2011-11-24,7.86,7.466036417,NA,NA
"1754",2011-11-25,7.72,6.436238291,NA,NA
"1755",2011-11-28,7.96,6.436238291,NA,NA
"1756",2011-11-29,7.86,6.436238291,NA,NA
"1757",2011-11-30,8.31,6.436238291,NA,NA
"1758",2011-12-01,7.97,6.566990355,NA,NA
"1759",2011-12-02,7.8,6.566990355,NA,NA
"1760",2011-12-05,7.4,6.566990355,NA,NA
"1761",2011-12-06,7.4,6.566990355,NA,NA
"1762",2011-12-07,7.18,5.778951512,NA,NA
"1763",2011-12-08,7.66,5.778951512,NA,NA
"1764",2011-12-09,7.81,5.778951512,NA,NA
"1765",2011-12-12,7.5,5.778951512,NA,NA
"1766",2011-12-13,7.05,5.778951512,NA,NA
"1767",2011-12-14,6.5,5.778951512,NA,NA
"1768",2011-12-15,6.78,5.778951512,NA,NA
"1769",2011-12-16,6.8,4.728233056,NA,NA
"1770",2011-12-19,7.05,4.728233056,NA,NA
"1771",2011-12-20,8.5,4.728233056,NA,NA
"1772",2011-12-21,7.96,5.545458522,NA,NA
"1773",2011-12-22,7.66,5.545458522,NA,NA
"1774",2011-12-23,7.67,5.545458522,NA,NA
"1775",2011-12-26,7.67,5.545458522,NA,NA
"1776",2011-12-27,7.75,5.545458522,NA,NA
"1777",2011-12-28,7.39,5.545458522,NA,NA
"1778",2011-12-29,6.9,5.545458522,NA,NA
"1779",2011-12-30,6.76,5.545458522,NA,NA
"1780",2011-12-31,6.76,5.545458522,NA,NA
"1781",2012-01-01,6.76,5.545458522,NA,NA
"1782",2012-01-02,6.76,5.545458522,NA,NA
"1783",2012-01-03,6.26,5.545458522,NA,NA
"1784",2012-01-04,6.23,5.893310303,NA,NA
"1785",2012-01-05,6.5,5.893310303,NA,NA
"1786",2012-01-06,6.29,4.342439171,NA,NA
"1787",2012-01-09,6.4,4.342439171,NA,NA
"1788",2012-01-10,6.84,4.342439171,NA,NA
"1789",2012-01-11,6.77,4.342439171,NA,NA
"1790",2012-01-12,6.9,4.342439171,NA,NA
"1791",2012-01-13,6.73,4.342439171,NA,NA
"1792",2012-01-16,6.46,4.342439171,NA,NA
"1793",2012-01-17,6.47,4.342439171,NA,NA
"1794",2012-01-18,6.59,4.292811294,NA,NA
"1795",2012-01-19,7.06,4.292811294,NA,NA
"1796",2012-01-20,7.01,4.292811294,NA,NA
"1797",2012-01-23,6.87,4.292811294,NA,NA
"1798",2012-01-24,7.35,4.292811294,NA,NA
"1799",2012-01-25,7.38,4.292811294,NA,NA
"1800",2012-01-26,7.42,4.292811294,NA,NA
"1801",2012-01-27,7.87,4.652613397,NA,NA
"1802",2012-01-30,7.67,4.652613397,NA,NA
"1803",2012-01-31,7.82,4.652613397,NA,NA
"1804",2012-02-01,8.25,4.730067387,NA,NA
"1805",2012-02-02,8.53,4.730067387,NA,NA
"1806",2012-02-03,8.3,5.234607908,NA,NA
"1807",2012-02-06,8.5,5.234607908,NA,NA
"1808",2012-02-07,8.53,5.234607908,NA,NA
"1809",2012-02-08,8.14,5.234607908,NA,NA
"1810",2012-02-09,7.83,5.234607908,NA,NA
"1811",2012-02-10,7.72,5.234607908,NA,NA
"1812",2012-02-13,7.45,4.666999822,NA,NA
"1813",2012-02-14,7.89,4.666999822,NA,NA
"1814",2012-02-15,8.15,4.666999822,NA,NA
"1815",2012-02-16,8.79,4.666999822,NA,NA
"1816",2012-02-17,9.05,5.076938995,NA,NA
"1817",2012-02-20,8.53,5.076938995,NA,NA
"1818",2012-02-21,8.97,5.076938995,NA,NA
"1819",2012-02-22,8.94,5.076938995,NA,NA
"1820",2012-02-23,8.63,5.076938995,NA,NA
"1821",2012-02-24,9.19,5.076938995,NA,NA
"1822",2012-02-27,9.31,5.076938995,NA,NA
"1823",2012-02-28,8.84,5.423810604,NA,NA
"1824",2012-02-29,8.33,5.423810604,NA,NA
"1825",2012-03-01,8.64,4.818147087,NA,NA
"1826",2012-03-02,8.83,4.942486366,NA,NA
"1827",2012-03-05,8.64,4.942486366,NA,NA
"1828",2012-03-06,8.31,4.942486366,NA,NA
"1829",2012-03-07,8.36,4.942486366,NA,NA
"1830",2012-03-08,8.22,4.849231906,NA,NA
"1831",2012-03-09,7.88,4.849231906,NA,NA
"1832",2012-03-12,7.64,4.849231906,NA,NA
"1833",2012-03-13,7.6,4.849231906,NA,NA
"1834",2012-03-14,7.9,4.849231906,NA,NA
"1835",2012-03-15,7.65,4.849231906,NA,NA
"1836",2012-03-16,7.59,4.606770311,NA,NA
"1837",2012-03-19,7.59,4.606770311,NA,NA
"1838",2012-03-20,7.17,4.606770311,NA,NA
"1839",2012-03-21,7.29,4.631638167,NA,NA
"1840",2012-03-22,6.71,4.911401546,NA,NA
"1841",2012-03-23,6.87,4.911401546,NA,NA
"1842",2012-03-26,6.83,4.911401546,NA,NA
"1843",2012-03-27,7.12,4.631638167,NA,NA
"1844",2012-03-28,7.05,4.631638167,NA,NA
"1845",2012-03-29,6.73,4.631638167,NA,NA
"1846",2012-03-30,6.98,4.693807807,NA,NA
"1847",2012-04-01,6.98,4.693807807,NA,NA
"1848",2012-04-02,6.22,4.480258567,NA,NA
"1849",2012-04-03,6.35,4.480258567,NA,NA
"1850",2012-04-04,6.06,4.480258567,NA,NA
"1851",2012-04-05,6.68,4.480258567,NA,NA
"1852",2012-04-06,6.68,4.480258567,NA,NA
"1853",2012-04-09,6.68,4.480258567,NA,NA
"1854",2012-04-10,6.77,4.480258567,NA,NA
"1855",2012-04-11,6.93,4.760274727,NA,NA
"1856",2012-04-12,7.06,4.760274727,NA,NA
"1857",2012-04-13,7.15,4.760274727,NA,NA
"1858",2012-04-16,6.79,4.760274727,NA,NA
"1859",2012-04-17,7.05,4.511371474,NA,NA
"1860",2012-04-18,7.19,4.511371474,NA,NA
"1861",2012-04-19,7.32,4.666936007,NA,NA
"1862",2012-04-20,7.32,4.666936007,NA,NA
"1863",2012-04-23,7.07,4.666936007,NA,NA
"1864",2012-04-24,7.09,4.666936007,NA,NA
"1865",2012-04-25,7.03,4.666936007,NA,NA
"1866",2012-04-26,7.22,4.666936007,NA,NA
"1867",2012-04-27,7.25,4.293581127,NA,NA
"1868",2012-04-30,7.52,4.293581127,NA,NA
"1869",2012-05-01,7.52,4.18912532,NA,NA
"1870",2012-05-02,7.14,4.18912532,NA,NA
"1871",2012-05-03,7.04,4.037345417,NA,NA
"1872",2012-05-04,6.6,4.037345417,NA,NA
"1873",2012-05-07,6.65,4.037345417,NA,NA
"1874",2012-05-08,6.73,3.794497572,NA,NA
"1875",2012-05-09,6.67,3.794497572,NA,NA
"1876",2012-05-10,6.66,3.794497572,NA,NA
"1877",2012-05-11,6.75,3.794497572,NA,NA
"1878",2012-05-14,6.59,3.824853553,NA,NA
"1879",2012-05-15,6.45,3.824853553,NA,NA
"1880",2012-05-16,6.49,3.824853553,NA,NA
"1881",2012-05-17,6.49,3.855209534,NA,NA
"1882",2012-05-18,6.37,3.855209534,NA,NA
"1883",2012-05-21,6.61,3.855209534,NA,NA
"1884",2012-05-22,6.89,3.855209534,NA,NA
"1885",2012-05-23,6.69,3.855209534,NA,NA
"1886",2012-05-24,6.79,3.855209534,NA,NA
"1887",2012-05-25,6.81,3.855209534,NA,NA
"1888",2012-05-28,6.81,3.855209534,NA,NA
"1889",2012-05-29,6.53,3.703429631,NA,NA
"1890",2012-05-30,6.39,3.703429631,NA,NA
"1891",2012-05-31,6.27,3.642717669,NA,NA
"1892",2012-06-01,6.36,3.736490694,NA,NA
"1893",2012-06-04,6.41,3.736490694,NA,NA
"1894",2012-06-05,6.36,3.873495353,NA,NA
"1895",2012-06-06,6.35,3.861040384,NA,NA
"1896",2012-06-07,6.35,3.923315229,NA,NA
"1897",2012-06-08,6.47,3.848585415,NA,NA
"1898",2012-06-11,6.57,3.985590073,NA,NA
"1899",2012-06-12,6.63,3.985590073,NA,NA
"1900",2012-06-13,6.7,3.985590073,NA,NA
"1901",2012-06-14,6.65,3.985590073,NA,NA
"1902",2012-06-15,6.65,3.985590073,NA,NA
"1903",2012-06-18,7.32,3.985590073,NA,NA
"1904",2012-06-19,7.5,3.985590073,NA,NA
"1905",2012-06-20,7.4,4.122594732,NA,NA
"1906",2012-06-21,7.45,4.122594732,NA,NA
"1907",2012-06-22,8.06,4.047864918,NA,NA
"1908",2012-06-25,7.94,3.798765539,NA,NA
"1909",2012-06-26,7.96,3.798765539,NA,NA
"1910",2012-06-27,7.88,3.798765539,NA,NA
"1911",2012-06-28,7.89,3.798765539,NA,NA
"1912",2012-06-29,8.19,3.798765539,NA,NA
"1913",2012-07-01,8.19,3.798765539,NA,NA
"1914",2012-07-02,8.03,3.962170515,NA,NA
"1915",2012-07-03,8.24,3.962170515,NA,NA
"1916",2012-07-04,8.22,3.962170515,NA,NA
"1917",2012-07-05,8.28,3.962170515,NA,NA
"1918",2012-07-06,7.97,3.962170515,NA,NA
"1919",2012-07-09,7.92,3.962170515,NA,NA
"1920",2012-07-10,7.88,3.962170515,NA,NA
"1921",2012-07-11,7.83,3.962170515,NA,NA
"1922",2012-07-12,7.61,3.962170515,NA,NA
"1923",2012-07-13,7.56,3.962170515,NA,NA
"1924",2012-07-16,7.48,3.962170515,NA,NA
"1925",2012-07-17,7.63,3.702356055,NA,NA
"1926",2012-07-18,7.11,3.702356055,NA,NA
"1927",2012-07-19,6.81,3.475018402,NA,NA
"1928",2012-07-20,7.03,3.442541595,NA,NA
"1929",2012-07-23,7.09,3.442541595,NA,NA
"1930",2012-07-24,7.13,3.410064787,NA,NA
"1931",2012-07-25,6.79,3.37758798,NA,NA
"1932",2012-07-26,6.93,3.37758798,NA,NA
"1933",2012-07-27,6.85,3.37758798,NA,NA
"1934",2012-07-30,6.54,3.150250327,NA,NA
"1935",2012-07-31,6.88,3.150250327,NA,NA
"1936",2012-08-01,6.94,3.167476043,NA,NA
"1937",2012-08-02,7.03,3.167476043,NA,NA
"1938",2012-08-03,7.12,3.167476043,NA,NA
"1939",2012-08-06,7.18,3.167476043,NA,NA
"1940",2012-08-07,7.28,3.167476043,NA,NA
"1941",2012-08-08,7.18,3.167476043,NA,NA
"1942",2012-08-09,7.14,3.167476043,NA,NA
"1943",2012-08-10,7.18,3.102167259,NA,NA
"1944",2012-08-13,7.44,3.102167259,NA,NA
"1945",2012-08-14,7.59,3.102167259,NA,NA
"1946",2012-08-15,7.45,3.102167259,NA,NA
"1947",2012-08-16,7.66,3.102167259,NA,NA
"1948",2012-08-17,7.65,3.102167259,NA,NA
"1949",2012-08-20,7.6,3.102167259,NA,NA
"1950",2012-08-21,7.87,3.102167259,NA,NA
"1951",2012-08-22,7.98,3.102167259,NA,NA
"1952",2012-08-23,8.11,3.102167259,NA,NA
"1953",2012-08-24,8.12,3.102167259,NA,NA
"1954",2012-08-27,8.11,3.102167259,NA,NA
"1955",2012-08-28,7.91,3.102167259,NA,NA
"1956",2012-08-29,7.64,3.102167259,NA,NA
"1957",2012-08-30,7.6,3.069512866,NA,NA
"1958",2012-08-31,7.92,3.069512866,NA,NA
"1959",2012-09-01,7.92,3.069512866,NA,NA
"1960",2012-09-03,8.21,3.032783046,NA,NA
"1961",2012-09-04,8.16,3.032783046,NA,NA
"1962",2012-09-05,8.21,3.020066974,NA,NA
"1963",2012-09-06,8.21,2.988276796,NA,NA
"1964",2012-09-07,8.28,3.020066974,NA,NA
"1965",2012-09-10,7.85,3.000992867,NA,NA
"1966",2012-09-11,7.7,2.829325902,NA,NA
"1967",2012-09-12,7.88,2.606794651,NA,NA
"1968",2012-09-13,7.74,2.543214294,NA,NA
"1969",2012-09-14,7.37,2.288892865,NA,NA
"1970",2012-09-17,7.34,2.16173215,NA,NA
"1971",2012-09-18,7.41,2.098151793,NA,NA
"1972",2012-09-19,7.5,1.843830363,NA,NA
"1973",2012-09-20,7.63,1.875620542,NA,NA
"1974",2012-09-21,7.39,2.034571435,NA,NA
"1975",2012-09-24,7.2,2.110867864,NA,NA
"1976",2012-09-25,7.41,2.352473222,NA,NA
"1977",2012-09-26,7.58,2.352473222,NA,NA
"1978",2012-09-27,7.77,2.384263401,NA,NA
"1979",2012-09-28,7.83,2.416053579,NA,NA
"1980",2012-10-01,7.88,2.369423057,NA,NA
"1981",2012-10-02,7.82,2.432607672,NA,NA
"1982",2012-10-03,7.82,2.432607672,NA,NA
"1983",2012-10-04,7.58,2.21146152,NA,NA
"1984",2012-10-05,7.74,2.243053828,NA,NA
"1985",2012-10-08,7.88,2.224098443,NA,NA
"1986",2012-10-09,7.83,2.306238442,NA,NA
"1987",2012-10-10,7.72,2.21146152,NA,NA
"1988",2012-10-11,7.76,2.148276905,NA,NA
"1989",2012-10-12,7.77,2.08509229,NA,NA
"1990",2012-10-15,7.65,2.021907676,NA,NA
"1991",2012-10-16,7.95,1.895538446,NA,NA
"1992",2012-10-17,8.24,1.958723061,NA,NA
"1993",2012-10-18,8.04,1.927130753,NA,NA
"1994",2012-10-19,7.92,1.876583061,NA,NA
"1995",2012-10-22,7.88,1.876583061,NA,NA
"1996",2012-10-23,7.85,1.642799986,NA,NA
"1997",2012-10-24,7.66,1.579615371,NA,NA
"1998",2012-10-25,7.65,1.705984601,NA,NA
"1999",2012-10-26,7.85,1.655436909,NA,NA
"2000",2012-10-29,8.05,1.655436909,NA,NA
"2001",2012-10-30,8.11,1.800761524,NA,NA
"2002",2012-10-31,8.2,1.939767676,NA,NA
"2003",2012-11-01,8.02,1.915839269,NA,NA
"2004",2012-11-02,8.07,1.832819567,NA,NA
"2005",2012-11-05,8.23,1.915839269,NA,NA
"2006",2012-11-06,8.32,1.896680876,NA,NA
"2007",2012-11-07,8.19,1.832819567,NA,NA
"2008",2012-11-08,8.25,1.820047305,NA,NA
"2009",2012-11-09,8.31,1.724255342,NA,NA
"2010",2012-11-12,9.06,1.864750221,NA,NA
"2011",2012-11-13,8.37,1.960542185,NA,NA
"2012",2012-11-14,7.88,1.660394033,NA,NA
"2013",2012-11-15,7.11,1.724255342,NA,NA
"2014",2012-11-16,6.86,1.768958258,NA,NA
"2015",2012-11-19,6.69,1.788116651,NA,NA
"2016",2012-11-20,6.73,1.832819567,NA,NA
"2017",2012-11-21,6.73,1.820047305,NA,NA
"2018",2012-11-22,6.75,1.864750221,NA,NA
"2019",2012-11-23,6.99,1.979700578,NA,NA
"2020",2012-11-26,6.79,1.832819567,NA,NA
"2021",2012-11-27,6.83,1.832819567,NA,NA
"2022",2012-11-28,6.82,1.756185996,NA,NA
"2023",2012-11-29,6.58,1.883908614,NA,NA
"2024",2012-11-30,6.2,1.788116651,NA,NA
"2025",2012-12-03,5.99,1.775257153,NA,NA
"2026",2012-12-04,5.71,1.756236541,NA,NA
"2027",2012-12-05,6.16,1.585051029,NA,NA
"2028",2012-12-06,6.37,1.585051029,NA,NA
"2029",2012-12-07,6.76,1.692834499,NA,NA
"2030",2012-12-10,7.07,1.711855112,NA,NA
"2031",2012-12-11,6.82,1.680154091,NA,NA
"2032",2012-12-12,6.76,1.648453071,NA,NA
"2033",2012-12-13,6.65,1.585051029,NA,NA
"2034",2012-12-14,6.57,1.585051029,NA,NA
"2035",2012-12-17,6.51,1.585051029,NA,NA
"2036",2012-12-18,6.69,1.61675205,NA,NA
"2037",2012-12-19,7.02,1.585051029,NA,NA
"2038",2012-12-20,7.13,1.585051029,NA,NA
"2039",2012-12-21,7.01,1.711855112,NA,NA
"2040",2012-12-24,7.01,1.711855112,NA,NA
"2041",2012-12-25,7.01,1.711855112,NA,NA
"2042",2012-12-26,7.01,1.711855112,NA,NA
"2043",2012-12-27,6.9,1.711855112,NA,NA
"2044",2012-12-28,6.53,1.711855112,NA,NA
"2045",2012-12-31,6.53,1.711855112,NA,NA
"2046",2013-01-01,6.53,1.711855112,NA,NA
"2047",2013-01-02,6.47,1.711855112,NA,NA
"2048",2013-01-03,6.18,1.701640133,NA,NA
"2049",2013-01-04,6.18,1.701640133,NA,NA
"2050",2013-01-07,6.46,1.701640133,NA,NA
"2051",2013-01-08,6.27,1.68273302,NA,NA
"2052",2013-01-09,6.05,1.68273302,NA,NA
"2053",2013-01-10,5.89,1.68273302,NA,NA
"2054",2013-01-11,5.73,1.68273302,NA,NA
"2055",2013-01-14,5.7,1.575592715,NA,NA
"2056",2013-01-15,5.88,1.68273302,NA,NA
"2057",2013-01-16,5.46,1.68273302,NA,NA
"2058",2013-01-17,5.4,1.733151987,NA,NA
"2059",2013-01-18,4.94,1.68273302,NA,NA
"2060",2013-01-21,4.8,1.68273302,NA,NA
"2061",2013-01-22,5.25,1.575592715,NA,NA
"2062",2013-01-23,4.55,1.556685603,NA,NA
"2063",2013-01-24,4.25,1.651221166,NA,NA
"2064",2013-01-25,4.01,1.638616424,NA,NA
"2065",2013-01-28,4.06,1.638616424,NA,NA
"2066",2013-01-29,3.88,1.512569007,NA,NA
"2067",2013-01-30,3.7,1.575592715,NA,NA
"2068",2013-01-31,3.37,1.544080861,NA,NA
"2069",2013-02-01,4.16,1.488288247,NA,NA
"2070",2013-02-04,4.49,1.569924311,NA,NA
"2071",2013-02-05,4.35,1.519686733,NA,NA
"2072",2013-02-06,4.06,1.519686733,NA,NA
"2073",2013-02-07,4.1,1.519686733,NA,NA
"2074",2013-02-08,4.42,1.519686733,NA,NA
"2075",2013-02-11,4.37,1.519686733,NA,NA
"2076",2013-02-12,4.49,1.444330366,NA,NA
"2077",2013-02-13,5.11,1.507127339,NA,NA
"2078",2013-02-14,5.15,1.255939449,NA,NA
"2079",2013-02-15,5.07,0.941954587,NA,NA
"2080",2013-02-18,5.02,0.9105561,NA,NA
"2081",2013-02-19,4.58,0.9105561,NA,NA
"2082",2013-02-20,4.86,1.004751559,NA,NA
"2083",2013-02-21,5.2,1.098947018,NA,NA
"2084",2013-02-22,5.07,1.16174399,NA,NA
"2085",2013-02-25,4.45,1.16174399,NA,NA
"2086",2013-02-26,4.2,1.04870944,NA,NA
"2087",2013-02-27,4.36,1.036150045,NA,NA
"2088",2013-02-28,4.79,0.941954587,NA,NA
"2089",2013-03-01,4.57,0.989802505,NA,NA
"2090",2013-03-04,4.53,1.104747312,NA,NA
"2091",2013-03-05,4.12,1.104747312,NA,NA
"2092",2013-03-06,4.17,1.181377183,NA,NA
"2093",2013-03-07,4.22,1.181377183,NA,NA
"2094",2013-03-08,4.18,1.309093635,NA,NA
"2095",2013-03-11,3.88,1.309093635,NA,NA
"2096",2013-03-12,3.65,1.309093635,NA,NA
"2097",2013-03-13,3.46,1.309093635,NA,NA
"2098",2013-03-14,3.65,1.309093635,NA,NA
"2099",2013-03-15,3.71,1.309093635,NA,NA
"2100",2013-03-18,3.49,1.309093635,NA,NA
"2101",2013-03-19,3.44,1.309093635,NA,NA
"2102",2013-03-20,3.9,1.334636926,NA,NA
"2103",2013-03-21,4.4,1.277164522,NA,NA
"2104",2013-03-22,4.1,1.277164522,NA,NA
"2105",2013-03-25,4.43,1.277164522,NA,NA
"2106",2013-03-26,4.56,1.341022748,NA,NA
"2107",2013-03-27,4.89,1.277164522,NA,NA
"2108",2013-03-28,4.82,1.309093635,NA,NA
"2109",2013-03-29,4.82,1.309093635,NA,NA
"2110",2013-04-01,4.82,1.309093635,NA,NA
"2111",2013-04-02,4.87,1.33341279,NA,NA
"2112",2013-04-03,4.85,1.33341279,NA,NA
"2113",2013-04-04,4.95,1.320403885,NA,NA
"2114",2013-04-05,5.11,1.320403885,NA,NA
"2115",2013-04-08,5.13,1.33341279,NA,NA
"2116",2013-04-09,4.73,1.33341279,NA,NA
"2117",2013-04-10,4.29,1.378943958,NA,NA
"2118",2013-04-11,4.26,1.417970674,NA,NA
"2119",2013-04-12,4.67,1.430979579,NA,NA
